review_id,product,brand,category,rating,feedback,date,clean_feedback
2629,Xiaomi 14,Xiaomi,Smartphone,1,Battery life could be better for daily usage.,2025-05-06,battery life could better daily usage
2630,Jabra Elite 7 Pro,Jabra,Earbuds,1,"It meets expectations, nothing more.",2024-12-08,meets expectations nothing more
2631,Samsung 970 EVO SSD,Samsung,Storage,3,I am not satisfied with the battery performance.,2024-04-20,not satisfied battery performance
2632,Samsung Neo QLED QN90C,Samsung,Television,2,I regret buying this product.,2024-02-25,regret buying product
2633,Asus RT-AX88U,Asus,Router,3,"It works fine, though I am neither satisfied nor dissatisfied.",2024-08-30,works fine though neither satisfied nor dissatisfied
2634,Apple Magic Keyboard,Apple,Keyboard,1,"Very happy with the sound quality, though disappointed with connectivity.",2025-03-25,very happy sound quality though disappointed connectivity
2635,Samsung Odyssey G7,Samsung,Monitor,1,Fair performance for the price.,2025-04-02,fair performance price
2636,Fujifilm X-T5,Fujifilm,Camera,1,Worth the price and delivers good value.,2024-03-03,worth price delivers good value
2637,Logitech MX Keys,Logitech,Keyboard,1,I am frustrated and not satisfied at all.,2024-11-16,frustrated not satisfied all
2638,Crucial P5 Plus SSD,Crucial,Storage,1,"I am satisfied overall, but not satisfied with the charging speed.",2024-05-10,satisfied overall not satisfied charging speed
2639,OnePlus 12,OnePlus,Smartphone,4,The design looks premium and stylish.,2024-11-04,design looks premium stylish
2640,Samsung Galaxy Watch 6,Samsung,Smartwatch,4,Facing some heating issues during heavy use.,2024-04-14,facing some heating issues during heavy use
2641,Microsoft Xbox Series X,Microsoft,Gaming Console,1,The product is acceptable but not impressive.,2024-02-23,product acceptable not impressive
2642,Lenovo Tab P12,Lenovo,Tablet,4,Completely unhappy with the software stability.,2024-04-08,completely unhappy software stability
2643,Samsung Galaxy Watch 6,Samsung,Smartwatch,4,Connectivity works flawlessly.,2024-01-11,connectivity works flawlessly
2644,LG OLED C3,LG,Television,4,"Overall, I feel dissatisfied with this purchase.",2025-03-14,overall dissatisfied purchase
2645,Crucial P5 Plus SSD,Crucial,Storage,5,"Not extremely satisfied, but not unhappy either.",2024-04-13,not extremely satisfied not unhappy either
2646,Sony WH-1000XM5,Sony,Headphones,1,"Overall, I feel dissatisfied with this purchase.",2025-06-13,overall dissatisfied purchase
2647,Sony WH-1000XM5,Sony,Headphones,5,Not satisfied with the overall performance.,2024-04-20,not satisfied overall performance
2648,Motorola Edge 40,Motorola,Smartphone,1,I am okay with the overall experience.,2024-03-10,okay overall experience
2649,Fujifilm X-T5,Fujifilm,Camera,2,"Satisfied with features, yet not impressed with pricing.",2024-05-09,satisfied features yet not impressed pricing
2650,Garmin Venu 2,Garmin,Smartwatch,5,Very disappointed with the overall quality.,2024-12-29,very disappointed overall quality
2651,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,4,"Happy with the performance, but disappointed with the heating issue.",2025-03-31,happy performance disappointed heating issue
2652,Lenovo ThinkPad X1,Lenovo,Laptop,2,The display quality is sharp and vibrant.,2024-02-15,display quality sharp vibrant
2653,OnePlus 12,OnePlus,Smartphone,2,Not satisfied with the display brightness.,2025-03-22,not satisfied display brightness
2654,TCL C645 QLED,TCL,Television,3,Not satisfied with the display brightness.,2024-05-29,not satisfied display brightness
2655,Dell XPS 13,Dell,Laptop,4,Not satisfied with the display brightness.,2024-12-17,not satisfied display brightness
2656,Lenovo Tab P12,Lenovo,Tablet,3,The performance is excellent and very smooth.,2025-06-14,performance excellent very smooth
2657,Fujifilm X-T5,Fujifilm,Camera,2,The design looks premium and stylish.,2024-08-31,design looks premium stylish
2658,TCL C645 QLED,TCL,Television,5,"Satisfied with performance, though disappointed by occasional lag.",2024-02-25,satisfied performance though disappointed occasional lag
2659,Jabra Elite 7 Pro,Jabra,Earbuds,3,Not satisfied with the overall performance.,2024-07-24,not satisfied overall performance
2660,Garmin Venu 2,Garmin,Smartwatch,2,"I am satisfied overall, but not satisfied with the charging speed.",2024-03-11,satisfied overall not satisfied charging speed
2661,Sony WH-1000XM5,Sony,Headphones,2,It performs adequately for daily tasks.,2025-05-02,performs adequately daily tasks
2662,Nintendo Switch OLED,Nintendo,Gaming Console,4,I am okay with the overall experience.,2024-12-05,okay overall experience
2663,WD Black SN850X,WD,Storage,5,I am moderately satisfied with the features.,2024-12-09,moderately satisfied features
2664,Samsung Galaxy Watch 6,Samsung,Smartwatch,3,Not impressed with the features offered.,2024-12-02,not impressed features offered
2665,HP Omen 16,HP,Laptop,1,"Overall, I feel dissatisfied with this purchase.",2024-02-13,overall dissatisfied purchase
2666,Sony Bravia A80L,Sony,Television,2,"I am generally happy, but somewhat dissatisfied with build quality.",2024-01-04,generally happy somewhat dissatisfied build quality
2667,Garmin Venu 2,Garmin,Smartwatch,2,The experience is average overall.,2024-08-23,experience average overall
2668,LG OLED C3,LG,Television,5,Exceeded my expectations in every way.,2024-09-01,exceeded my expectations every way
2669,Samsung Neo QLED QN90C,Samsung,Television,3,"Impressed with the camera, yet dissatisfied with low-light results.",2025-01-19,impressed camera yet dissatisfied lowlight results
2670,Acer Predator Helios 300,Acer,Laptop,4,Setup process was quick and easy.,2024-01-07,setup process quick easy
2671,Sennheiser Momentum 4,Sennheiser,Headphones,1,Facing some heating issues during heavy use.,2025-01-01,facing some heating issues during heavy use
2672,Samsung Galaxy S24 Ultra,Samsung,Smartphone,5,Software experience is clean and responsive.,2024-05-25,software experience clean responsive
2673,Lenovo Tab P12,Lenovo,Tablet,4,Not satisfied with the overall performance.,2025-01-03,not satisfied overall performance
2674,Google Pixel 8 Pro,Google,Smartphone,1,Not satisfied with the overall performance.,2024-07-21,not satisfied overall performance
2675,Lenovo Tab P12,Lenovo,Tablet,2,Connectivity works flawlessly.,2024-09-25,connectivity works flawlessly
2676,Dell UltraSharp U2720Q,Dell,Monitor,2,I regret buying this product.,2024-09-08,regret buying product
2677,Lenovo ThinkPad X1,Lenovo,Laptop,2,Battery life could be better for daily usage.,2024-06-29,battery life could better daily usage
2678,Samsung 970 EVO SSD,Samsung,Storage,3,"I am generally happy, but somewhat dissatisfied with build quality.",2024-04-13,generally happy somewhat dissatisfied build quality
2679,Samsung Galaxy S24 Ultra,Samsung,Smartphone,2,I am frustrated and not satisfied at all.,2024-04-23,frustrated not satisfied all
2680,Sony WH-1000XM5,Sony,Headphones,2,Not satisfied with the display brightness.,2025-04-12,not satisfied display brightness
2681,Razer Blade 15,Razer,Laptop,3,"Impressed with the camera, yet dissatisfied with low-light results.",2025-01-16,impressed camera yet dissatisfied lowlight results
2682,Sony PlayStation 5,Sony,Gaming Console,2,"It works fine, though I am neither satisfied nor dissatisfied.",2025-03-20,works fine though neither satisfied nor dissatisfied
2683,Crucial P5 Plus SSD,Crucial,Storage,1,Software experience is clean and responsive.,2024-05-27,software experience clean responsive
2684,Crucial P5 Plus SSD,Crucial,Storage,2,"I am satisfied overall, but not satisfied with the charging speed.",2024-07-13,satisfied overall not satisfied charging speed
2685,Asus ROG Strix G16,Asus,Laptop,5,I am frustrated and not satisfied at all.,2025-01-18,frustrated not satisfied all
2686,Amazon Fire HD 10,Amazon,Tablet,5,Very disappointed considering the price.,2024-09-07,very disappointed considering price
2687,Logitech MX Keys,Logitech,Keyboard,1,"Satisfied with the design, but unhappy with the software.",2024-07-12,satisfied design unhappy software
2688,WD Black SN850X,WD,Storage,5,I am unhappy with how quickly it overheats.,2024-06-01,unhappy how quickly overheats
2689,Amazon Fire HD 10,Amazon,Tablet,2,The design looks premium and stylish.,2024-10-13,design looks premium stylish
2690,Seagate Barracuda 2TB,Seagate,Storage,2,"Satisfied with performance, though disappointed by occasional lag.",2025-06-04,satisfied performance though disappointed occasional lag
2691,Anker PowerCore 20000,Anker,Power Bank,5,"I feel happy using it daily, but not satisfied with long-term stability.",2025-05-15,happy using daily not satisfied longterm stability
2692,Acer Predator Helios 300,Acer,Laptop,1,"I am satisfied overall, but not satisfied with the charging speed.",2025-04-26,satisfied overall not satisfied charging speed
2693,TP-Link Archer AX73,TP-Link,Router,5,Facing some heating issues during heavy use.,2024-06-20,facing some heating issues during heavy use
2694,TCL C645 QLED,TCL,Television,4,"Satisfied with the design, but unhappy with the software.",2025-06-05,satisfied design unhappy software
2695,Sennheiser Momentum 4,Sennheiser,Headphones,4,"It works fine, though I am neither satisfied nor dissatisfied.",2025-04-20,works fine though neither satisfied nor dissatisfied
2696,Lenovo ThinkPad X1,Lenovo,Laptop,3,"I am satisfied with the display, but not satisfied with the battery life.",2025-01-17,satisfied display not satisfied battery life
2697,Hisense U7K,Hisense,Television,4,"I am satisfied with the display, but not satisfied with the battery life.",2025-05-21,satisfied display not satisfied battery life
2698,Samsung Neo QLED QN90C,Samsung,Television,3,"It meets expectations, nothing more.",2025-02-14,meets expectations nothing more
2699,Garmin Venu 2,Garmin,Smartwatch,5,I feel balanced about this product.,2024-02-07,balanced about product
2700,Acer Predator Helios 300,Acer,Laptop,2,"Satisfied with features, yet not impressed with pricing.",2024-07-26,satisfied features yet not impressed pricing
2701,Nothing Ear 2,Nothing,Earbuds,2,Completely unhappy with the software stability.,2024-08-11,completely unhappy software stability
2702,Xiaomi Pad 6,Xiaomi,Tablet,4,"I feel happy using it daily, but not satisfied with long-term stability.",2025-01-21,happy using daily not satisfied longterm stability
2703,Nikon Z6 II,Nikon,Camera,2,"Overall satisfied, but not fully happy with the experience.",2025-01-18,overall satisfied not fully happy experience
2704,iPad Pro 12.9,iPad,Tablet,5,Worth the price and delivers good value.,2024-05-17,worth price delivers good value
2705,Samsung Odyssey G7,Samsung,Monitor,1,I am unhappy with how quickly it overheats.,2025-03-31,unhappy how quickly overheats
2706,Hisense U7K,Hisense,Television,3,Connectivity works flawlessly.,2024-02-12,connectivity works flawlessly
2707,LG OLED C3,LG,Television,5,"Not extremely satisfied, but not unhappy either.",2024-12-10,not extremely satisfied not unhappy either
2708,Jabra Elite 7 Pro,Jabra,Earbuds,4,"Overall, I feel dissatisfied with this purchase.",2025-03-18,overall dissatisfied purchase
2709,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,3,"Impressed with the camera, yet dissatisfied with low-light results.",2025-05-24,impressed camera yet dissatisfied lowlight results
2710,Amazon Fire HD 10,Amazon,Tablet,3,I am frustrated and not satisfied at all.,2024-01-26,frustrated not satisfied all
2711,Lenovo ThinkPad X1,Lenovo,Laptop,4,Connectivity works flawlessly.,2024-09-28,connectivity works flawlessly
2712,Fitbit Sense 2,Fitbit,Smartwatch,1,Not happy with the slow charging speed.,2024-03-25,not happy slow charging speed
2713,Lenovo Tab P12,Lenovo,Tablet,5,I feel neutral about this purchase.,2024-03-21,neutral about purchase
2714,TP-Link Archer AX73,TP-Link,Router,3,"Overall satisfied, but not fully happy with the experience.",2024-08-21,overall satisfied not fully happy experience
2715,Motorola Edge 40,Motorola,Smartphone,1,Facing some heating issues during heavy use.,2025-01-03,facing some heating issues during heavy use
2716,Google Pixel 8 Pro,Google,Smartphone,5,Not satisfied with the overall performance.,2024-12-07,not satisfied overall performance
2717,Asus ROG Strix G16,Asus,Laptop,3,Very disappointed with the overall quality.,2024-11-05,very disappointed overall quality
2718,LG UltraGear 27GP850,LG,Monitor,3,Not satisfied with the overall performance.,2024-05-21,not satisfied overall performance
2719,WD Black SN850X,WD,Storage,5,"I am generally happy, but somewhat dissatisfied with build quality.",2024-09-24,generally happy somewhat dissatisfied build quality
2720,iPhone 15 Pro,iPhone,Smartphone,3,I am unhappy with how quickly it overheats.,2024-12-20,unhappy how quickly overheats
2721,TP-Link Archer AX73,TP-Link,Router,4,Completely unhappy with the software stability.,2024-01-13,completely unhappy software stability
2722,Samsung Neo QLED QN90C,Samsung,Television,5,"Satisfied with the design, but unhappy with the software.",2024-06-01,satisfied design unhappy software
2723,Seagate Barracuda 2TB,Seagate,Storage,4,Connectivity works flawlessly.,2024-08-20,connectivity works flawlessly
2724,Dell UltraSharp U2720Q,Dell,Monitor,2,"I am somewhat satisfied, but there is room for improvement.",2024-08-27,somewhat satisfied there room improvement
2725,Hisense U7K,Hisense,Television,5,"I am satisfied overall, but not satisfied with the charging speed.",2025-04-24,satisfied overall not satisfied charging speed
2726,Dell UltraSharp U2720Q,Dell,Monitor,4,I regret buying this product.,2024-03-28,regret buying product
2727,Amazon Fire HD 10,Amazon,Tablet,2,Very disappointed considering the price.,2025-03-03,very disappointed considering price
2728,Acer Predator Helios 300,Acer,Laptop,4,I am not satisfied with customer support.,2024-01-31,not satisfied customer support
2729,Sennheiser Momentum 4,Sennheiser,Headphones,2,I am moderately satisfied with the features.,2024-05-11,moderately satisfied features
2730,Xiaomi Pad 6,Xiaomi,Tablet,1,"Not fully satisfied, but not completely disappointed either.",2024-12-29,not fully satisfied not completely disappointed either
2731,Sony WH-1000XM5,Sony,Headphones,2,Not impressed with the features offered.,2025-03-11,not impressed features offered
2732,Microsoft Xbox Series X,Microsoft,Gaming Console,4,"Satisfied with the design, but unhappy with the software.",2024-11-02,satisfied design unhappy software
2733,Amazon Fire HD 10,Amazon,Tablet,5,Battery life could be better for daily usage.,2024-02-02,battery life could better daily usage
2734,Razer DeathAdder V2,Razer,Mouse,2,Sometimes it lags while multitasking.,2024-12-04,sometimes lags while multitasking
2735,Nikon Z6 II,Nikon,Camera,5,"I am generally happy, but somewhat dissatisfied with build quality.",2025-02-04,generally happy somewhat dissatisfied build quality
2736,Belkin 3-in-1 Wireless Charger,Belkin,Charger,4,Exceeded my expectations in every way.,2025-02-04,exceeded my expectations every way
2737,Xiaomi 14,Xiaomi,Smartphone,5,I am frustrated and not satisfied at all.,2024-07-11,frustrated not satisfied all
2738,Samsung Neo QLED QN90C,Samsung,Television,1,I regret buying this product.,2025-04-07,regret buying product
2739,Garmin Venu 2,Garmin,Smartwatch,3,Worth the price and delivers good value.,2024-06-24,worth price delivers good value
2740,Motorola Edge 40,Motorola,Smartphone,5,Setup process was quick and easy.,2024-02-02,setup process quick easy
2741,Asus RT-AX88U,Asus,Router,5,"Not fully satisfied, but not completely disappointed either.",2024-01-28,not fully satisfied not completely disappointed either
2742,Lenovo ThinkPad X1,Lenovo,Laptop,2,Facing some heating issues during heavy use.,2025-01-30,facing some heating issues during heavy use
2743,Lenovo Tab P12,Lenovo,Tablet,2,Connectivity works flawlessly.,2024-10-25,connectivity works flawlessly
2744,Sony PlayStation 5,Sony,Gaming Console,5,Facing some heating issues during heavy use.,2025-04-10,facing some heating issues during heavy use
2745,OnePlus 12,OnePlus,Smartphone,3,"It works fine, though I am neither satisfied nor dissatisfied.",2024-01-12,works fine though neither satisfied nor dissatisfied
2746,HP Omen 16,HP,Laptop,3,"Very satisfied with the screen, but not happy with the speakers.",2025-02-24,very satisfied screen not happy speakers
2747,Apple AirPods Pro,Apple,Earbuds,2,Software experience is clean and responsive.,2024-05-12,software experience clean responsive
2748,Canon EOS R6 Mark II,Canon,Camera,4,"I am somewhat satisfied, but there is room for improvement.",2024-03-11,somewhat satisfied there room improvement
2749,Beats Studio 3,Beats,Headphones,2,The display quality is sharp and vibrant.,2024-07-29,display quality sharp vibrant
2750,Xiaomi Pad 6,Xiaomi,Tablet,4,"Happy with multitasking, but not satisfied with durability.",2025-05-01,happy multitasking not satisfied durability
2751,HP Omen 16,HP,Laptop,5,I am moderately satisfied with the features.,2024-11-13,moderately satisfied features
2752,Fujifilm X-T5,Fujifilm,Camera,2,I feel neutral about this purchase.,2025-04-14,neutral about purchase
2753,Samsung Galaxy Tab S9,Samsung,Tablet,2,The performance is excellent and very smooth.,2024-05-26,performance excellent very smooth
2754,Nothing Ear 2,Nothing,Earbuds,1,"Happy with multitasking, but not satisfied with durability.",2025-02-12,happy multitasking not satisfied durability
2755,Apple Watch Ultra 2,Apple,Smartwatch,2,"It works fine, though I am neither satisfied nor dissatisfied.",2024-12-02,works fine though neither satisfied nor dissatisfied
2756,Logitech MX Keys,Logitech,Keyboard,5,"I feel happy using it daily, but not satisfied with long-term stability.",2025-05-17,happy using daily not satisfied longterm stability
2757,LG OLED C3,LG,Television,4,I am moderately satisfied with the features.,2024-02-10,moderately satisfied features
2758,LG UltraGear 27GP850,LG,Monitor,1,I am unhappy with how quickly it overheats.,2025-04-12,unhappy how quickly overheats
2759,Bose QuietComfort Ultra,Bose,Headphones,3,Completely unhappy with the software stability.,2024-06-28,completely unhappy software stability
2760,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,2,Setup process was quick and easy.,2025-03-18,setup process quick easy
2761,LG OLED C3,LG,Television,4,"I am generally happy, but somewhat dissatisfied with build quality.",2024-07-06,generally happy somewhat dissatisfied build quality
2762,Nintendo Switch OLED,Nintendo,Gaming Console,5,Build quality feels solid and durable.,2025-02-06,build quality feels solid durable
2763,Nintendo Switch OLED,Nintendo,Gaming Console,1,I am not satisfied with the battery performance.,2024-06-10,not satisfied battery performance
2764,Samsung Galaxy Tab S9,Samsung,Tablet,5,I am unhappy with how quickly it overheats.,2024-03-09,unhappy how quickly overheats
2765,Nintendo Switch OLED,Nintendo,Gaming Console,2,"I am generally happy, but somewhat dissatisfied with build quality.",2025-05-20,generally happy somewhat dissatisfied build quality
2766,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,5,Software experience is clean and responsive.,2025-01-12,software experience clean responsive
2767,Xiaomi 14,Xiaomi,Smartphone,1,I feel neutral about this purchase.,2024-11-29,neutral about purchase
2768,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,4,Audio quality is clear and immersive.,2024-09-15,audio quality clear immersive
2769,Acer Predator Helios 300,Acer,Laptop,5,Very happy with this purchase so far.,2025-04-18,very happy purchase so far
2770,Samsung Galaxy S24 Ultra,Samsung,Smartphone,1,Fair performance for the price.,2025-04-17,fair performance price
2771,Beats Studio 3,Beats,Headphones,3,"I feel impressed by the speed, yet not satisfied with the build quality.",2025-02-12,impressed speed yet not satisfied build quality
2772,WD Black SN850X,WD,Storage,2,Completely unhappy with the software stability.,2024-02-08,completely unhappy software stability
2773,iPhone 15 Pro,iPhone,Smartphone,3,Software experience is clean and responsive.,2024-05-19,software experience clean responsive
2774,Amazon Fire HD 10,Amazon,Tablet,4,"Not fully satisfied, but not completely disappointed either.",2025-04-17,not fully satisfied not completely disappointed either
2775,Xiaomi 14,Xiaomi,Smartphone,1,The product is acceptable but not impressive.,2024-09-05,product acceptable not impressive
2776,Steam Deck,Steam,Gaming Console,4,The display quality is sharp and vibrant.,2025-04-27,display quality sharp vibrant
2777,Asus RT-AX88U,Asus,Router,3,"I am pleased with the display, but unhappy with battery backup.",2024-06-14,pleased display unhappy battery backup
2778,HP Omen 16,HP,Laptop,1,I am okay with the overall experience.,2024-04-12,okay overall experience
2779,Lenovo ThinkPad X1,Lenovo,Laptop,3,Software experience is clean and responsive.,2025-02-04,software experience clean responsive
2780,HP Omen 16,HP,Laptop,1,It performs adequately for daily tasks.,2024-01-12,performs adequately daily tasks
2781,Microsoft Xbox Series X,Microsoft,Gaming Console,3,Sometimes it lags while multitasking.,2025-03-27,sometimes lags while multitasking
2782,Bose QuietComfort Ultra,Bose,Headphones,2,Exceeded my expectations in every way.,2024-02-05,exceeded my expectations every way
2783,Logitech MX Master 3,Logitech,Mouse,5,Exceeded my expectations in every way.,2025-03-28,exceeded my expectations every way
2784,Nintendo Switch OLED,Nintendo,Gaming Console,1,"I am pleased with the display, but unhappy with battery backup.",2025-06-19,pleased display unhappy battery backup
2785,Fitbit Sense 2,Fitbit,Smartwatch,1,I am frustrated and not satisfied at all.,2024-11-11,frustrated not satisfied all
2786,Nothing Ear 2,Nothing,Earbuds,1,I am okay with the overall experience.,2024-01-05,okay overall experience
2787,OnePlus 12,OnePlus,Smartphone,4,"Very happy with the sound quality, though disappointed with connectivity.",2024-07-25,very happy sound quality though disappointed connectivity
2788,Razer DeathAdder V2,Razer,Mouse,2,Very dissatisfied with the build quality.,2024-09-01,very dissatisfied build quality
2789,Asus ROG Strix G16,Asus,Laptop,1,Battery life could be better for daily usage.,2025-03-07,battery life could better daily usage
2790,Samsung Galaxy S24 Ultra,Samsung,Smartphone,1,I regret buying this product.,2024-07-15,regret buying product
2791,Microsoft Xbox Series X,Microsoft,Gaming Console,1,Connectivity works flawlessly.,2024-04-08,connectivity works flawlessly
2792,Netgear Nighthawk AX5400,Netgear,Router,2,"Happy with the performance, but disappointed with the heating issue.",2024-06-20,happy performance disappointed heating issue
2793,Google Pixel 8 Pro,Google,Smartphone,4,I feel neutral about this purchase.,2024-04-20,neutral about purchase
2794,Asus RT-AX88U,Asus,Router,3,Extremely disappointed with the camera results.,2024-07-13,extremely disappointed camera results
2795,Samsung Galaxy Watch 6,Samsung,Smartwatch,2,"Overall satisfied, but not fully happy with the experience.",2025-02-08,overall satisfied not fully happy experience
2796,Apple Magic Keyboard,Apple,Keyboard,4,Software experience is clean and responsive.,2024-08-25,software experience clean responsive
2797,Acer Predator Helios 300,Acer,Laptop,1,Not happy with the slow charging speed.,2024-11-27,not happy slow charging speed
2798,Lenovo ThinkPad X1,Lenovo,Laptop,1,Completely unhappy with the software stability.,2024-11-19,completely unhappy software stability
2799,iPhone 15 Pro,iPhone,Smartphone,4,Exceeded my expectations in every way.,2025-04-14,exceeded my expectations every way
2800,MSI Katana 15,MSI,Laptop,1,It performs adequately for daily tasks.,2024-10-12,performs adequately daily tasks
2801,Fitbit Sense 2,Fitbit,Smartwatch,5,Very dissatisfied with the build quality.,2024-02-14,very dissatisfied build quality
2802,Xiaomi 14,Xiaomi,Smartphone,2,Not impressed with the features offered.,2024-11-04,not impressed features offered
2803,Asus TUF Gaming VG27AQ,Asus,Monitor,5,"Not fully satisfied, but not completely disappointed either.",2024-04-14,not fully satisfied not completely disappointed either
2804,Steam Deck,Steam,Gaming Console,5,"I am satisfied overall, but not satisfied with the charging speed.",2024-06-24,satisfied overall not satisfied charging speed
2805,iPad Pro 12.9,iPad,Tablet,1,I am okay with the overall experience.,2024-11-28,okay overall experience
2806,Belkin 3-in-1 Wireless Charger,Belkin,Charger,4,"I am somewhat happy, but improvements are needed.",2024-05-16,somewhat happy improvements needed
2807,Sony WH-1000XM5,Sony,Headphones,2,Fair performance for the price.,2024-11-21,fair performance price
2808,Belkin 3-in-1 Wireless Charger,Belkin,Charger,4,Facing some heating issues during heavy use.,2024-12-09,facing some heating issues during heavy use
2809,Samsung Galaxy S24 Ultra,Samsung,Smartphone,5,"I am generally happy, but somewhat dissatisfied with build quality.",2025-04-04,generally happy somewhat dissatisfied build quality
2810,Beats Studio 3,Beats,Headphones,5,Fair performance for the price.,2024-08-26,fair performance price
2811,TCL C645 QLED,TCL,Television,5,"I am satisfied with the display, but not satisfied with the battery life.",2024-01-14,satisfied display not satisfied battery life
2812,MSI Katana 15,MSI,Laptop,1,"Not extremely satisfied, but not unhappy either.",2024-05-07,not extremely satisfied not unhappy either
2813,Xiaomi Pad 6,Xiaomi,Tablet,2,"I feel impressed by the speed, yet not satisfied with the build quality.",2025-03-14,impressed speed yet not satisfied build quality
2814,Samsung Odyssey G7,Samsung,Monitor,2,"Not extremely satisfied, but not unhappy either.",2024-03-22,not extremely satisfied not unhappy either
2815,OnePlus 12,OnePlus,Smartphone,2,Very dissatisfied with the build quality.,2025-05-25,very dissatisfied build quality
2816,Lenovo Tab P12,Lenovo,Tablet,2,Sometimes it lags while multitasking.,2025-01-19,sometimes lags while multitasking
2817,Acer Predator Helios 300,Acer,Laptop,1,I am not satisfied with the battery performance.,2025-03-30,not satisfied battery performance
2818,LG UltraGear 27GP850,LG,Monitor,3,The display quality is sharp and vibrant.,2024-10-11,display quality sharp vibrant
2819,Amazon Fire HD 10,Amazon,Tablet,1,"It works fine, though I am neither satisfied nor dissatisfied.",2025-02-28,works fine though neither satisfied nor dissatisfied
2820,Fitbit Sense 2,Fitbit,Smartwatch,3,"Satisfied with the design, but unhappy with the software.",2024-01-25,satisfied design unhappy software
2821,MSI Katana 15,MSI,Laptop,3,I regret buying this product.,2024-09-05,regret buying product
2822,Acer Predator Helios 300,Acer,Laptop,5,The design looks premium and stylish.,2024-09-11,design looks premium stylish
2823,Netgear Nighthawk AX5400,Netgear,Router,2,I am okay with the overall experience.,2025-01-25,okay overall experience
2824,Hisense U7K,Hisense,Television,3,Setup process was quick and easy.,2025-03-28,setup process quick easy
2825,Garmin Venu 2,Garmin,Smartwatch,1,Facing some heating issues during heavy use.,2025-05-18,facing some heating issues during heavy use
2826,Xiaomi 14,Xiaomi,Smartphone,2,The design looks premium and stylish.,2024-05-24,design looks premium stylish
2827,Apple Magic Keyboard,Apple,Keyboard,2,The display quality is sharp and vibrant.,2024-04-03,display quality sharp vibrant
2828,Lenovo ThinkPad X1,Lenovo,Laptop,5,The product is acceptable but not impressive.,2024-07-28,product acceptable not impressive
2829,Razer Blade 15,Razer,Laptop,5,Worth the price and delivers good value.,2025-03-12,worth price delivers good value
2830,Dell UltraSharp U2720Q,Dell,Monitor,4,Not satisfied with the display brightness.,2024-06-17,not satisfied display brightness
2831,Dell UltraSharp U2720Q,Dell,Monitor,2,I am not satisfied with the battery performance.,2025-03-10,not satisfied battery performance
2832,Lenovo ThinkPad X1,Lenovo,Laptop,5,I am not satisfied with the battery performance.,2024-11-06,not satisfied battery performance
2833,Lenovo Tab P12,Lenovo,Tablet,5,I am not satisfied with customer support.,2024-07-25,not satisfied customer support
2834,Samsung Galaxy Tab S9,Samsung,Tablet,4,Worth the price and delivers good value.,2025-01-03,worth price delivers good value
2835,Apple AirPods Pro,Apple,Earbuds,4,Audio quality is clear and immersive.,2025-04-27,audio quality clear immersive
2836,Nothing Ear 2,Nothing,Earbuds,4,I feel neutral about this purchase.,2025-03-19,neutral about purchase
2837,Samsung Odyssey G7,Samsung,Monitor,2,"Happy with multitasking, but not satisfied with durability.",2025-05-08,happy multitasking not satisfied durability
2838,Samsung Galaxy S24 Ultra,Samsung,Smartphone,4,Very disappointed considering the price.,2024-03-26,very disappointed considering price
2839,Samsung Odyssey G7,Samsung,Monitor,3,I am okay with the overall experience.,2024-06-05,okay overall experience
2840,Sony Alpha A7 IV,Sony,Camera,2,Very disappointed with the overall quality.,2025-01-24,very disappointed overall quality
2841,LG OLED C3,LG,Television,3,"Overall, I feel dissatisfied with this purchase.",2024-10-17,overall dissatisfied purchase
2842,Beats Studio 3,Beats,Headphones,5,I am okay with the overall experience.,2025-05-07,okay overall experience
2843,Xiaomi 14,Xiaomi,Smartphone,3,The display quality is sharp and vibrant.,2025-04-25,display quality sharp vibrant
2844,Asus ROG Strix G16,Asus,Laptop,2,"I am generally happy, but somewhat dissatisfied with build quality.",2024-07-13,generally happy somewhat dissatisfied build quality
2845,iPhone 15 Pro,iPhone,Smartphone,1,"Very satisfied with the screen, but not happy with the speakers.",2025-05-27,very satisfied screen not happy speakers
2846,Dell UltraSharp U2720Q,Dell,Monitor,3,"Not fully satisfied, but not completely disappointed either.",2025-02-18,not fully satisfied not completely disappointed either
2847,Razer DeathAdder V2,Razer,Mouse,4,Completely unhappy with the software stability.,2025-01-17,completely unhappy software stability
2848,Beats Studio 3,Beats,Headphones,4,Not satisfied with the display brightness.,2024-03-13,not satisfied display brightness
2849,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,1,"I am generally happy, but somewhat dissatisfied with build quality.",2024-05-07,generally happy somewhat dissatisfied build quality
2850,Beats Studio 3,Beats,Headphones,5,Audio quality is clear and immersive.,2024-07-17,audio quality clear immersive
2851,Samsung Odyssey G7,Samsung,Monitor,4,Very disappointed with the overall quality.,2024-12-22,very disappointed overall quality
2852,TCL C645 QLED,TCL,Television,4,Fair performance for the price.,2025-01-12,fair performance price
2853,Nintendo Switch OLED,Nintendo,Gaming Console,1,I feel balanced about this product.,2025-01-29,balanced about product
