review_id,product,brand,category,rating,feedback,date,clean_feedback,sentiment,confidence_score
2401,Samsung Galaxy Watch 6,Samsung,Smartwatch,2,Very disappointed considering the price.,2025-03-12,very disappointed considering price,negative,-0.9750000000000001
2402,Nothing Phone 2,Nothing,Smartphone,1,I feel neutral about this purchase.,2024-12-15,neutral about purchase,neutral,0.0
2403,Belkin 3-in-1 Wireless Charger,Belkin,Charger,4,"I am somewhat happy, but improvements are needed.",2024-08-17,somewhat happy improvements needed,positive,0.8
2404,Fitbit Sense 2,Fitbit,Smartwatch,2,"Overall satisfied, but not fully happy with the experience.",2025-05-22,overall satisfied not fully happy experience,positive,0.43333333333333335
2405,Hisense U7K,Hisense,Television,5,Worth the price and delivers good value.,2024-10-24,worth price delivers good value,positive,0.5
2406,LG OLED C3,LG,Television,4,Worth the price and delivers good value.,2025-05-04,worth price delivers good value,positive,0.5
2407,Xiaomi Pad 6,Xiaomi,Tablet,2,The display quality is sharp and vibrant.,2024-11-03,display quality sharp vibrant,positive,0.02083333333333333
2408,Samsung 970 EVO SSD,Samsung,Storage,2,"It works fine, though I am neither satisfied nor dissatisfied.",2025-03-13,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
2409,Lenovo Tab P12,Lenovo,Tablet,5,The design looks premium and stylish.,2024-03-19,design looks premium stylish,positive,0.5
2410,Logitech MX Keys,Logitech,Keyboard,1,I feel neutral about this purchase.,2024-04-20,neutral about purchase,neutral,0.0
2411,TCL C645 QLED,TCL,Television,4,Not impressed with the features offered.,2024-04-06,not impressed features offered,negative,-0.5
2412,LG OLED C3,LG,Television,5,"Happy with multitasking, but not satisfied with durability.",2024-09-16,happy multitasking not satisfied durability,positive,0.275
2413,Bose QuietComfort Ultra,Bose,Headphones,3,"It meets expectations, nothing more.",2024-03-24,meets expectations nothing more,positive,0.5
2414,Asus TUF Gaming VG27AQ,Asus,Monitor,5,Battery life could be better for daily usage.,2024-04-26,battery life could better daily usage,positive,0.25
2415,LG UltraGear 27GP850,LG,Monitor,4,Setup process was quick and easy.,2024-07-05,setup process quick easy,positive,0.3833333333333333
2416,Samsung 970 EVO SSD,Samsung,Storage,4,Very happy with this purchase so far.,2024-03-26,very happy purchase so far,positive,0.55
2417,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,3,Extremely disappointed with the camera results.,2025-04-10,extremely disappointed camera results,negative,-0.75
2418,Samsung Odyssey G7,Samsung,Monitor,4,"Not extremely satisfied, but not unhappy either.",2024-09-28,not extremely satisfied not unhappy either,positive,0.024999999999999994
2419,Sony WH-1000XM5,Sony,Headphones,2,Exceeded my expectations in every way.,2024-07-08,exceeded my expectations every way,neutral,0.0
2420,Nothing Phone 2,Nothing,Smartphone,5,Very disappointed with the overall quality.,2024-04-18,very disappointed overall quality,negative,-0.48750000000000004
2421,Jabra Elite 7 Pro,Jabra,Earbuds,5,Battery life could be better for daily usage.,2024-01-06,battery life could better daily usage,positive,0.25
2422,Apple AirPods Pro,Apple,Earbuds,1,The performance is excellent and very smooth.,2024-06-24,performance excellent very smooth,positive,0.76
2423,Fitbit Sense 2,Fitbit,Smartwatch,4,"Overall, I feel dissatisfied with this purchase.",2025-02-18,overall dissatisfied purchase,neutral,0.0
2424,Seagate Barracuda 2TB,Seagate,Storage,5,"Happy with the performance, but disappointed with the heating issue.",2025-05-13,happy performance disappointed heating issue,positive,0.025000000000000022
2425,Xiaomi Pad 6,Xiaomi,Tablet,5,"Happy with multitasking, but not satisfied with durability.",2025-01-04,happy multitasking not satisfied durability,positive,0.275
2426,Nintendo Switch OLED,Nintendo,Gaming Console,4,"Impressed with the camera, yet dissatisfied with low-light results.",2024-11-05,impressed camera yet dissatisfied lowlight results,positive,1.0
2427,Nothing Phone 2,Nothing,Smartphone,2,The display quality is sharp and vibrant.,2024-01-15,display quality sharp vibrant,positive,0.02083333333333333
2428,Asus ROG Strix G16,Asus,Laptop,1,"Happy with multitasking, but not satisfied with durability.",2024-01-17,happy multitasking not satisfied durability,positive,0.275
2429,Nintendo Switch OLED,Nintendo,Gaming Console,2,"Satisfied with performance, though disappointed by occasional lag.",2024-01-28,satisfied performance though disappointed occasional lag,negative,-0.08333333333333333
2430,Acer Predator Helios 300,Acer,Laptop,4,I feel balanced about this product.,2024-05-28,balanced about product,neutral,0.0
2431,Fitbit Sense 2,Fitbit,Smartwatch,2,Very disappointed considering the price.,2024-07-14,very disappointed considering price,negative,-0.9750000000000001
2432,Nothing Phone 2,Nothing,Smartphone,3,"Very happy with the sound quality, though disappointed with connectivity.",2025-04-19,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
2433,Dell XPS 13,Dell,Laptop,4,Very disappointed considering the price.,2024-01-23,very disappointed considering price,negative,-0.9750000000000001
2434,Realme GT 5,Realme,Smartphone,2,"Satisfied with features, yet not impressed with pricing.",2024-06-05,satisfied features yet not impressed pricing,neutral,0.0
2435,LG UltraGear 27GP850,LG,Monitor,4,"Not fully satisfied, but not completely disappointed either.",2025-04-27,not fully satisfied not completely disappointed either,positive,0.4375
2436,Samsung Galaxy S24 Ultra,Samsung,Smartphone,4,"It meets expectations, nothing more.",2024-09-05,meets expectations nothing more,positive,0.5
2437,Asus ROG Strix G16,Asus,Laptop,3,I am moderately satisfied with the features.,2025-02-05,moderately satisfied features,positive,0.5
2438,OnePlus 12,OnePlus,Smartphone,3,The performance is excellent and very smooth.,2024-04-15,performance excellent very smooth,positive,0.76
2439,Garmin Venu 2,Garmin,Smartwatch,4,Not impressed with the features offered.,2025-05-22,not impressed features offered,negative,-0.5
2440,LG UltraGear 27GP850,LG,Monitor,5,I am okay with the overall experience.,2024-10-24,okay overall experience,positive,0.25
2441,Google Pixel 8 Pro,Google,Smartphone,4,Completely unhappy with the software stability.,2025-05-12,completely unhappy software stability,negative,-0.6
2442,TCL C645 QLED,TCL,Television,5,"Happy with the performance, but disappointed with the heating issue.",2025-05-14,happy performance disappointed heating issue,positive,0.025000000000000022
2443,MSI Katana 15,MSI,Laptop,1,"It works fine, though I am neither satisfied nor dissatisfied.",2024-01-20,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
2444,Jabra Elite 7 Pro,Jabra,Earbuds,5,Extremely disappointed with the camera results.,2024-03-06,extremely disappointed camera results,negative,-0.75
2445,Samsung Galaxy Tab S9,Samsung,Tablet,4,"I feel happy using it daily, but not satisfied with long-term stability.",2025-04-29,happy using daily not satisfied longterm stability,positive,0.18333333333333335
2446,Realme GT 5,Realme,Smartphone,4,"Not extremely satisfied, but not unhappy either.",2024-12-21,not extremely satisfied not unhappy either,positive,0.024999999999999994
2447,Nothing Ear 2,Nothing,Earbuds,4,Battery life could be better for daily usage.,2024-06-14,battery life could better daily usage,positive,0.25
2448,Lenovo Tab P12,Lenovo,Tablet,2,"I am somewhat satisfied, but there is room for improvement.",2024-12-18,somewhat satisfied there room improvement,positive,0.5
2449,Nothing Ear 2,Nothing,Earbuds,2,I feel neutral about this purchase.,2024-08-12,neutral about purchase,neutral,0.0
2450,Fujifilm X-T5,Fujifilm,Camera,3,"I am generally happy, but somewhat dissatisfied with build quality.",2025-04-24,generally happy somewhat dissatisfied build quality,positive,0.8
2451,MacBook Air M3,MacBook,Laptop,3,"Happy with the performance, but disappointed with the heating issue.",2025-02-03,happy performance disappointed heating issue,positive,0.025000000000000022
2452,Anker PowerCore 20000,Anker,Power Bank,4,"I am pleased with the display, but unhappy with battery backup.",2025-01-03,pleased display unhappy battery backup,negative,-0.04999999999999999
2453,TP-Link Archer AX73,TP-Link,Router,4,"Impressed with the camera, yet dissatisfied with low-light results.",2024-06-14,impressed camera yet dissatisfied lowlight results,positive,1.0
2454,Samsung Galaxy Watch 6,Samsung,Smartwatch,2,I am unhappy with how quickly it overheats.,2024-03-29,unhappy how quickly overheats,negative,-0.13333333333333333
2455,Sony PlayStation 5,Sony,Gaming Console,4,The display quality is sharp and vibrant.,2024-06-26,display quality sharp vibrant,positive,0.02083333333333333
2456,Asus ROG Strix G16,Asus,Laptop,2,I am okay with the overall experience.,2025-05-18,okay overall experience,positive,0.25
2457,Motorola Edge 40,Motorola,Smartphone,4,"Not fully satisfied, but not completely disappointed either.",2024-11-06,not fully satisfied not completely disappointed either,positive,0.4375
2458,Razer Blade 15,Razer,Laptop,2,The product is acceptable but not impressive.,2024-02-18,product acceptable not impressive,negative,-0.5
2459,Samsung Galaxy S24 Ultra,Samsung,Smartphone,3,"I feel happy using it daily, but not satisfied with long-term stability.",2024-09-24,happy using daily not satisfied longterm stability,positive,0.18333333333333335
2460,Bose QuietComfort Ultra,Bose,Headphones,2,Setup process was quick and easy.,2025-05-30,setup process quick easy,positive,0.3833333333333333
2461,Google Pixel 8 Pro,Google,Smartphone,1,I regret buying this product.,2025-03-16,regret buying product,neutral,0.0
2462,Realme GT 5,Realme,Smartphone,5,Connectivity works flawlessly.,2024-05-03,connectivity works flawlessly,positive,1.0
2463,Sony Alpha A7 IV,Sony,Camera,2,"Not fully satisfied, but not completely disappointed either.",2024-09-21,not fully satisfied not completely disappointed either,positive,0.4375
2464,Sony WH-1000XM5,Sony,Headphones,3,"Very happy with the sound quality, though disappointed with connectivity.",2024-02-17,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
2465,Asus TUF Gaming VG27AQ,Asus,Monitor,5,Completely dissatisfied with the performance.,2024-06-03,completely dissatisfied performance,positive,0.1
2466,WD Black SN850X,WD,Storage,5,I am okay with the overall experience.,2024-04-16,okay overall experience,positive,0.25
2467,Steam Deck,Steam,Gaming Console,1,"Overall satisfied, but not fully happy with the experience.",2025-03-24,overall satisfied not fully happy experience,positive,0.43333333333333335
2468,Netgear Nighthawk AX5400,Netgear,Router,4,"I am pleased with the display, but unhappy with battery backup.",2024-04-23,pleased display unhappy battery backup,negative,-0.04999999999999999
2469,Belkin 3-in-1 Wireless Charger,Belkin,Charger,1,"I am satisfied overall, but not satisfied with the charging speed.",2024-04-14,satisfied overall not satisfied charging speed,positive,0.08333333333333333
2470,Asus RT-AX88U,Asus,Router,5,Very happy with this purchase so far.,2025-06-03,very happy purchase so far,positive,0.55
2471,Motorola Edge 40,Motorola,Smartphone,2,Fair performance for the price.,2024-04-30,fair performance price,positive,0.7
2472,Seagate Barracuda 2TB,Seagate,Storage,2,"I am generally happy, but somewhat dissatisfied with build quality.",2025-01-05,generally happy somewhat dissatisfied build quality,positive,0.8
2473,HP Omen 16,HP,Laptop,3,"I am satisfied with the display, but not satisfied with the battery life.",2025-03-28,satisfied display not satisfied battery life,positive,0.125
2474,Samsung Odyssey G7,Samsung,Monitor,5,"Not fully satisfied, but not completely disappointed either.",2024-04-11,not fully satisfied not completely disappointed either,positive,0.4375
2475,Dell XPS 13,Dell,Laptop,3,I regret buying this product.,2024-05-21,regret buying product,neutral,0.0
2476,Realme GT 5,Realme,Smartphone,2,I am not satisfied with customer support.,2025-03-01,not satisfied customer support,negative,-0.25
2477,Asus TUF Gaming VG27AQ,Asus,Monitor,1,I am not satisfied with the battery performance.,2025-04-30,not satisfied battery performance,negative,-0.25
2478,Sony WH-1000XM5,Sony,Headphones,3,I feel neutral about this purchase.,2024-06-24,neutral about purchase,neutral,0.0
2479,Nothing Phone 2,Nothing,Smartphone,3,Very dissatisfied with the build quality.,2025-02-28,very dissatisfied build quality,positive,0.2
2480,Sennheiser Momentum 4,Sennheiser,Headphones,2,Sometimes it lags while multitasking.,2025-06-26,sometimes lags while multitasking,neutral,0.0
2481,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,2,The display quality is sharp and vibrant.,2025-03-15,display quality sharp vibrant,positive,0.02083333333333333
2482,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,4,"Satisfied with features, yet not impressed with pricing.",2025-04-14,satisfied features yet not impressed pricing,neutral,0.0
2483,Apple Magic Keyboard,Apple,Keyboard,5,"I am satisfied overall, but not satisfied with the charging speed.",2025-01-05,satisfied overall not satisfied charging speed,positive,0.08333333333333333
2484,Apple Magic Keyboard,Apple,Keyboard,1,I am not satisfied with customer support.,2024-05-29,not satisfied customer support,negative,-0.25
2485,Asus TUF Gaming VG27AQ,Asus,Monitor,1,"I am satisfied with the display, but not satisfied with the battery life.",2025-06-13,satisfied display not satisfied battery life,positive,0.125
2486,Apple Magic Keyboard,Apple,Keyboard,1,Worth the price and delivers good value.,2024-12-12,worth price delivers good value,positive,0.5
2487,Amazon Fire HD 10,Amazon,Tablet,4,"Very happy with the sound quality, though disappointed with connectivity.",2024-06-17,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
2488,Jabra Elite 7 Pro,Jabra,Earbuds,1,Completely unhappy with the software stability.,2024-02-07,completely unhappy software stability,negative,-0.6
2489,Sony PlayStation 5,Sony,Gaming Console,2,"Satisfied with features, yet not impressed with pricing.",2024-02-29,satisfied features yet not impressed pricing,neutral,0.0
2490,Belkin 3-in-1 Wireless Charger,Belkin,Charger,5,I am unhappy with how quickly it overheats.,2025-03-05,unhappy how quickly overheats,negative,-0.13333333333333333
2491,Apple AirPods Pro,Apple,Earbuds,5,"Very satisfied with the screen, but not happy with the speakers.",2024-11-07,very satisfied screen not happy speakers,positive,0.125
2492,Dell UltraSharp U2720Q,Dell,Monitor,3,"I am generally happy, but somewhat dissatisfied with build quality.",2024-12-18,generally happy somewhat dissatisfied build quality,positive,0.8
2493,iPhone 15 Pro,iPhone,Smartphone,3,"Satisfied with features, yet not impressed with pricing.",2025-06-24,satisfied features yet not impressed pricing,neutral,0.0
2494,Samsung Galaxy Watch 6,Samsung,Smartwatch,2,The experience is average overall.,2025-02-17,experience average overall,negative,-0.075
2495,Nothing Ear 2,Nothing,Earbuds,2,"I feel happy using it daily, but not satisfied with long-term stability.",2025-03-28,happy using daily not satisfied longterm stability,positive,0.18333333333333335
2496,Nintendo Switch OLED,Nintendo,Gaming Console,3,"I feel happy using it daily, but not satisfied with long-term stability.",2025-02-18,happy using daily not satisfied longterm stability,positive,0.18333333333333335
2497,Asus TUF Gaming VG27AQ,Asus,Monitor,2,"I feel happy using it daily, but not satisfied with long-term stability.",2024-11-04,happy using daily not satisfied longterm stability,positive,0.18333333333333335
2498,Nothing Phone 2,Nothing,Smartphone,1,I am partially satisfied with the performance.,2024-12-08,partially satisfied performance,positive,0.5
2499,Beats Studio 3,Beats,Headphones,2,"It works fine, though I am neither satisfied nor dissatisfied.",2024-10-17,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
2500,Acer Predator Helios 300,Acer,Laptop,1,I feel neutral about this purchase.,2024-11-15,neutral about purchase,neutral,0.0
2501,Hisense U7K,Hisense,Television,3,"Satisfied with the design, but unhappy with the software.",2024-06-12,satisfied design unhappy software,negative,-0.04999999999999999
2502,Samsung Galaxy S24 Ultra,Samsung,Smartphone,1,"I feel happy using it daily, but not satisfied with long-term stability.",2024-09-21,happy using daily not satisfied longterm stability,positive,0.18333333333333335
2503,Razer Blade 15,Razer,Laptop,3,"Happy with the performance, but disappointed with the heating issue.",2025-03-08,happy performance disappointed heating issue,positive,0.025000000000000022
2504,TCL C645 QLED,TCL,Television,1,"Happy with the performance, but disappointed with the heating issue.",2024-03-02,happy performance disappointed heating issue,positive,0.025000000000000022
2505,Samsung 970 EVO SSD,Samsung,Storage,3,Very disappointed with the overall quality.,2025-06-03,very disappointed overall quality,negative,-0.48750000000000004
2506,Bose QuietComfort Ultra,Bose,Headphones,1,The design looks premium and stylish.,2024-05-07,design looks premium stylish,positive,0.5
2507,Nothing Ear 2,Nothing,Earbuds,3,I am moderately satisfied with the features.,2024-01-06,moderately satisfied features,positive,0.5
2508,LG OLED C3,LG,Television,3,I am not satisfied with the battery performance.,2025-06-30,not satisfied battery performance,negative,-0.25
2509,WD Black SN850X,WD,Storage,5,Connectivity works flawlessly.,2024-12-24,connectivity works flawlessly,positive,1.0
2510,Xiaomi Pad 6,Xiaomi,Tablet,3,It performs adequately for daily tasks.,2024-05-23,performs adequately daily tasks,neutral,0.0
2511,Steam Deck,Steam,Gaming Console,4,"It works fine, though I am neither satisfied nor dissatisfied.",2024-09-10,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
2512,Motorola Edge 40,Motorola,Smartphone,3,"It works fine, though I am neither satisfied nor dissatisfied.",2024-07-16,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
2513,Asus RT-AX88U,Asus,Router,3,"Overall, I feel dissatisfied with this purchase.",2024-04-10,overall dissatisfied purchase,neutral,0.0
2514,Dell XPS 13,Dell,Laptop,4,"I am pleased with the display, but unhappy with battery backup.",2025-02-25,pleased display unhappy battery backup,negative,-0.04999999999999999
2515,Nothing Phone 2,Nothing,Smartphone,1,The design looks premium and stylish.,2025-03-11,design looks premium stylish,positive,0.5
2516,Crucial P5 Plus SSD,Crucial,Storage,2,"I am somewhat satisfied, but there is room for improvement.",2024-08-07,somewhat satisfied there room improvement,positive,0.5
2517,Nothing Ear 2,Nothing,Earbuds,1,Very dissatisfied with the build quality.,2025-06-22,very dissatisfied build quality,positive,0.2
2518,Apple AirPods Pro,Apple,Earbuds,5,The product is acceptable but not impressive.,2025-06-15,product acceptable not impressive,negative,-0.5
2519,Asus TUF Gaming VG27AQ,Asus,Monitor,4,"Very satisfied with the screen, but not happy with the speakers.",2024-09-27,very satisfied screen not happy speakers,positive,0.125
2520,Fujifilm X-T5,Fujifilm,Camera,4,Fair performance for the price.,2025-03-09,fair performance price,positive,0.7
2521,Nothing Ear 2,Nothing,Earbuds,4,"Happy with the performance, but disappointed with the heating issue.",2025-03-02,happy performance disappointed heating issue,positive,0.025000000000000022
2522,Asus RT-AX88U,Asus,Router,2,Sometimes it lags while multitasking.,2025-06-01,sometimes lags while multitasking,neutral,0.0
2523,MacBook Air M3,MacBook,Laptop,4,"I am satisfied with the display, but not satisfied with the battery life.",2025-04-13,satisfied display not satisfied battery life,positive,0.125
2524,MacBook Air M3,MacBook,Laptop,5,"Very satisfied with the screen, but not happy with the speakers.",2025-06-25,very satisfied screen not happy speakers,positive,0.125
2525,Realme GT 5,Realme,Smartphone,2,"Overall, I feel dissatisfied with this purchase.",2025-04-29,overall dissatisfied purchase,neutral,0.0
2526,Google Pixel 8 Pro,Google,Smartphone,2,The product is acceptable but not impressive.,2025-01-13,product acceptable not impressive,negative,-0.5
2527,Logitech MX Keys,Logitech,Keyboard,1,I am okay with the overall experience.,2025-02-22,okay overall experience,positive,0.25
2528,Realme GT 5,Realme,Smartphone,1,Very dissatisfied with the build quality.,2024-10-23,very dissatisfied build quality,positive,0.2
2529,Google Pixel 8 Pro,Google,Smartphone,5,Sometimes it lags while multitasking.,2024-04-30,sometimes lags while multitasking,neutral,0.0
2530,Sennheiser Momentum 4,Sennheiser,Headphones,3,Very dissatisfied with the build quality.,2024-11-06,very dissatisfied build quality,positive,0.2
2531,Lenovo Tab P12,Lenovo,Tablet,4,Battery life could be better for daily usage.,2024-05-26,battery life could better daily usage,positive,0.25
2532,Dell XPS 13,Dell,Laptop,5,Not impressed with the features offered.,2024-02-19,not impressed features offered,negative,-0.5
2533,Razer DeathAdder V2,Razer,Mouse,3,"I feel happy using it daily, but not satisfied with long-term stability.",2024-10-17,happy using daily not satisfied longterm stability,positive,0.18333333333333335
2534,Acer Predator Helios 300,Acer,Laptop,2,"Happy with multitasking, but not satisfied with durability.",2025-05-15,happy multitasking not satisfied durability,positive,0.275
2535,iPhone 15 Pro,iPhone,Smartphone,1,The product is acceptable but not impressive.,2024-12-23,product acceptable not impressive,negative,-0.5
2536,Xiaomi 14,Xiaomi,Smartphone,1,Not impressed with the features offered.,2025-05-07,not impressed features offered,negative,-0.5
2537,Nikon Z6 II,Nikon,Camera,3,I am moderately satisfied with the features.,2025-04-08,moderately satisfied features,positive,0.5
2538,Logitech MX Master 3,Logitech,Mouse,3,"I am satisfied overall, but not satisfied with the charging speed.",2025-01-21,satisfied overall not satisfied charging speed,positive,0.08333333333333333
2539,Samsung Neo QLED QN90C,Samsung,Television,5,The display quality is sharp and vibrant.,2024-05-21,display quality sharp vibrant,positive,0.02083333333333333
2540,TCL C645 QLED,TCL,Television,4,"Satisfied with the design, but unhappy with the software.",2025-04-05,satisfied design unhappy software,negative,-0.04999999999999999
2541,Sony PlayStation 5,Sony,Gaming Console,4,Sometimes it lags while multitasking.,2024-11-29,sometimes lags while multitasking,neutral,0.0
2542,Nothing Phone 2,Nothing,Smartphone,5,It performs adequately for daily tasks.,2025-02-23,performs adequately daily tasks,neutral,0.0
2543,Beats Studio 3,Beats,Headphones,2,"Satisfied with features, yet not impressed with pricing.",2025-02-08,satisfied features yet not impressed pricing,neutral,0.0
2544,Sony WH-1000XM5,Sony,Headphones,5,Very happy with this purchase so far.,2025-03-29,very happy purchase so far,positive,0.55
2545,LG UltraGear 27GP850,LG,Monitor,3,I feel balanced about this product.,2024-03-31,balanced about product,neutral,0.0
2546,Seagate Barracuda 2TB,Seagate,Storage,2,"I am satisfied with the display, but not satisfied with the battery life.",2024-01-26,satisfied display not satisfied battery life,positive,0.125
2547,Nikon Z6 II,Nikon,Camera,3,The product is acceptable but not impressive.,2024-05-06,product acceptable not impressive,negative,-0.5
2548,Fitbit Sense 2,Fitbit,Smartwatch,5,Worth the price and delivers good value.,2024-07-16,worth price delivers good value,positive,0.5
2549,Anker PowerCore 20000,Anker,Power Bank,5,I am partially satisfied with the performance.,2024-02-24,partially satisfied performance,positive,0.5
2550,Anker PowerCore 20000,Anker,Power Bank,5,"It works fine, though I am neither satisfied nor dissatisfied.",2024-07-12,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
2551,Samsung Odyssey G7,Samsung,Monitor,4,I feel neutral about this purchase.,2024-01-20,neutral about purchase,neutral,0.0
2552,Realme GT 5,Realme,Smartphone,5,Setup process was quick and easy.,2024-01-20,setup process quick easy,positive,0.3833333333333333
2553,Samsung Galaxy Tab S9,Samsung,Tablet,2,I am not satisfied with the battery performance.,2025-03-30,not satisfied battery performance,negative,-0.25
2554,Nothing Phone 2,Nothing,Smartphone,5,I am okay with the overall experience.,2024-11-24,okay overall experience,positive,0.25
2555,Apple AirPods Pro,Apple,Earbuds,5,Very happy with this purchase so far.,2025-05-18,very happy purchase so far,positive,0.55
2556,Seagate Barracuda 2TB,Seagate,Storage,1,I regret buying this product.,2025-03-23,regret buying product,neutral,0.0
2557,Lenovo ThinkPad X1,Lenovo,Laptop,4,Battery life could be better for daily usage.,2025-06-24,battery life could better daily usage,positive,0.25
2558,Amazon Fire HD 10,Amazon,Tablet,4,Very disappointed with the overall quality.,2024-04-03,very disappointed overall quality,negative,-0.48750000000000004
2559,Realme GT 5,Realme,Smartphone,1,I am partially satisfied with the performance.,2024-06-21,partially satisfied performance,positive,0.5
2560,Lenovo Tab P12,Lenovo,Tablet,2,Setup process was quick and easy.,2024-09-18,setup process quick easy,positive,0.3833333333333333
2561,Asus TUF Gaming VG27AQ,Asus,Monitor,1,Sometimes it lags while multitasking.,2024-11-10,sometimes lags while multitasking,neutral,0.0
2562,Apple Magic Keyboard,Apple,Keyboard,4,"I am somewhat happy, but improvements are needed.",2024-06-22,somewhat happy improvements needed,positive,0.8
2563,OnePlus 12,OnePlus,Smartphone,5,Extremely disappointed with the camera results.,2024-07-04,extremely disappointed camera results,negative,-0.75
2564,Samsung Galaxy S24 Ultra,Samsung,Smartphone,1,Not satisfied with the display brightness.,2025-02-03,not satisfied display brightness,negative,-0.25
2565,Motorola Edge 40,Motorola,Smartphone,3,Sometimes it lags while multitasking.,2025-02-26,sometimes lags while multitasking,neutral,0.0
2566,Logitech MX Master 3,Logitech,Mouse,3,Very disappointed with the overall quality.,2025-01-19,very disappointed overall quality,negative,-0.48750000000000004
2567,Apple Magic Keyboard,Apple,Keyboard,1,The design looks premium and stylish.,2024-07-26,design looks premium stylish,positive,0.5
2568,Razer Blade 15,Razer,Laptop,5,"It meets expectations, nothing more.",2024-08-30,meets expectations nothing more,positive,0.5
2569,Sony Bravia A80L,Sony,Television,5,"Satisfied with the design, but unhappy with the software.",2025-05-31,satisfied design unhappy software,negative,-0.04999999999999999
2570,Beats Studio 3,Beats,Headphones,1,Completely dissatisfied with the performance.,2024-03-03,completely dissatisfied performance,positive,0.1
2571,Amazon Fire HD 10,Amazon,Tablet,4,The product is acceptable but not impressive.,2025-02-20,product acceptable not impressive,negative,-0.5
2572,Xiaomi 14,Xiaomi,Smartphone,4,Battery life could be better for daily usage.,2025-02-21,battery life could better daily usage,positive,0.25
2573,Garmin Venu 2,Garmin,Smartwatch,2,"I am generally happy, but somewhat dissatisfied with build quality.",2024-01-20,generally happy somewhat dissatisfied build quality,positive,0.8
2574,Samsung Galaxy Tab S9,Samsung,Tablet,5,"It meets expectations, nothing more.",2024-04-13,meets expectations nothing more,positive,0.5
2575,Razer Blade 15,Razer,Laptop,5,I feel balanced about this product.,2024-05-08,balanced about product,neutral,0.0
2576,Xiaomi Pad 6,Xiaomi,Tablet,5,Not impressed with the features offered.,2025-04-01,not impressed features offered,negative,-0.5
2577,Nothing Phone 2,Nothing,Smartphone,5,Exceeded my expectations in every way.,2024-05-25,exceeded my expectations every way,neutral,0.0
2578,Sennheiser Momentum 4,Sennheiser,Headphones,5,Audio quality is clear and immersive.,2024-09-08,audio quality clear immersive,positive,0.09999999999999999
2579,Canon EOS R6 Mark II,Canon,Camera,4,"I am generally happy, but somewhat dissatisfied with build quality.",2025-04-07,generally happy somewhat dissatisfied build quality,positive,0.8
2580,Google Pixel 8 Pro,Google,Smartphone,1,"Happy with multitasking, but not satisfied with durability.",2025-04-20,happy multitasking not satisfied durability,positive,0.275
2581,Anker PowerCore 20000,Anker,Power Bank,5,I am unhappy with how quickly it overheats.,2024-06-20,unhappy how quickly overheats,negative,-0.13333333333333333
2582,iPhone 15 Pro,iPhone,Smartphone,1,"Overall satisfied, but not fully happy with the experience.",2025-05-08,overall satisfied not fully happy experience,positive,0.43333333333333335
2583,Samsung Galaxy Tab S9,Samsung,Tablet,5,Very disappointed with the overall quality.,2025-01-24,very disappointed overall quality,negative,-0.48750000000000004
2584,Bose QuietComfort Ultra,Bose,Headphones,2,"It meets expectations, nothing more.",2025-06-06,meets expectations nothing more,positive,0.5
2585,Lenovo Tab P12,Lenovo,Tablet,1,Audio quality is clear and immersive.,2025-06-30,audio quality clear immersive,positive,0.09999999999999999
2586,Nikon Z6 II,Nikon,Camera,1,Not satisfied with the display brightness.,2024-04-01,not satisfied display brightness,negative,-0.25
2587,Apple AirPods Pro,Apple,Earbuds,1,"I am pleased with the display, but unhappy with battery backup.",2024-05-23,pleased display unhappy battery backup,negative,-0.04999999999999999
2588,Dell UltraSharp U2720Q,Dell,Monitor,5,Completely dissatisfied with the performance.,2025-03-18,completely dissatisfied performance,positive,0.1
2589,Acer Predator Helios 300,Acer,Laptop,5,I feel neutral about this purchase.,2024-11-21,neutral about purchase,neutral,0.0
2590,Crucial P5 Plus SSD,Crucial,Storage,3,Fair performance for the price.,2024-09-24,fair performance price,positive,0.7
2591,Belkin 3-in-1 Wireless Charger,Belkin,Charger,4,Completely dissatisfied with the performance.,2024-09-08,completely dissatisfied performance,positive,0.1
2592,Sony PlayStation 5,Sony,Gaming Console,3,I regret buying this product.,2024-08-03,regret buying product,neutral,0.0
2593,LG OLED C3,LG,Television,5,I regret buying this product.,2024-01-17,regret buying product,neutral,0.0
2594,Logitech MX Keys,Logitech,Keyboard,2,I feel balanced about this product.,2024-01-03,balanced about product,neutral,0.0
2595,Apple Watch Ultra 2,Apple,Smartwatch,4,The performance is excellent and very smooth.,2024-01-10,performance excellent very smooth,positive,0.76
2596,Microsoft Xbox Series X,Microsoft,Gaming Console,2,Not impressed with the features offered.,2025-05-15,not impressed features offered,negative,-0.5
